Site,Status,Most Probable Number (MPN) of Enterococcus colonies per 100 ml,Year
"East River, Pier 42/Jackson Street",Unacceptable if levels persist,41,2017
"East River, Pier 42/Jackson Street",Acceptable,30,2017
"East River, Pier 42/Jackson Street",Acceptable,20,2017
"East River, Pier 42/Jackson Street",Unacceptable if levels persist,41,2017
"East River, Pier 42/Jackson Street",Acceptable,10,2017
"East River, Pier 42/Jackson Street",Acceptable,10,2017
"East River, Pier 42/Jackson Street",Acceptable,20,2017
"East River, South 3rd Street/Domino Park",High,109,2019
"East River, South 3rd Street/Domino Park",Acceptable,20,2019
"East River, South 3rd Street/Domino Park",Acceptable,30,2019
"East River, South 3rd Street/Domino Park",Acceptable,10,2019
"East River, South 3rd Street/Domino Park",Unacceptable if levels persist,41,2019
"East River, South 3rd Street/Domino Park",High,223,2019
"East River, South 3rd Street/Domino Park",Unacceptable if levels persist,52,2019
"East River, South 3rd Street/Domino Park",Unacceptable if levels persist,63,2019
"East River, South 3rd Street/Domino Park",Acceptable,20,2019
"East River, South 3rd Street/Domino Park",Unacceptable if levels persist,52,2019
"East River, South 3rd Street/Domino Park",Acceptable,20,2019
"East River, South 3rd Street/Domino Park",Acceptable,10,2019
"East River, South 3rd Street/Domino Park",High,195,2019
"East River, South 5th Street/Domino Park",High,213,2020
"East River, South 5th Street/Domino Park",Acceptable,10,2020
"East River, South 5th Street/Domino Park",Unacceptable if levels persist,41,2020
"East River, South 5th Street/Domino Park",Acceptable,10,2020
"East River, South 5th Street/Domino Park",High,228,2020
"East River, South 5th Street/Domino Park",Acceptable,10,2020
"East River, South 5th Street/Domino Park",High,145,2020
"East River, South 5th Street/Domino Park",Acceptable,20,2020
"East River, South 5th Street/Domino Park",Acceptable,20,2020
"East River, South 5th Street/Domino Park",High,120,2020
"East River, South 5th Street/Domino Park",High,121,2020
"East River, South 5th Street/Domino Park",Acceptable,31,2021
"East River, South 5th Street/Domino Park",Unacceptable if levels persist,53,2021
"East River, South 5th Street/Domino Park",Unacceptable if levels persist,75,2021
"East River, South 5th Street/Domino Park",Unacceptable if levels persist,63,2021
"East River, South 5th Street/Domino Park",High,420,2021
"East River, South 5th Street/Domino Park",Unacceptable if levels persist,73,2021
"East River, South 5th Street/Domino Park",Acceptable,10,2021
"East River, South 5th Street/Domino Park",Acceptable,10,2021
"East River, South 5th Street/Domino Park",Unacceptable if levels persist,74,2021
"East River, South 5th Street/Domino Park",Acceptable,10,2021
"East River, South 5th Street/Domino Park",Acceptable,10,2021
"East River, South 5th Street/Domino Park",Acceptable,10,2021
"East River, South 5th Street/Domino Park",Acceptable,10,2021
"East River, South 5th Street/Domino Park",Acceptable,10,2021
"East River, South 5th Street/Domino Park",Unacceptable if levels persist,72,2021
"East River, South 5th Street/Domino Park",High,14136,2021
"East River, South 5th Street/Domino Park",High,158,2021
"East River, South 5th Street/Domino Park",High,201,2021
"East River, South 5th Street/Domino Park",High,1664,2021
"East River, South 5th Street/Domino Park",Acceptable,31,2021
"East River, South 5th Street/Domino Park",Unacceptable if levels persist,86,2021
"East River, South 5th Street/Domino Park",High,116,2021
"East River, South 5th Street/Domino Park",Acceptable,20,2021
"East River, South 5th Street/Domino Park",High,195,2021
"East River, South 5th Street/Domino Park",Unacceptable if levels persist,52,2021
"East River, South 5th Street/Domino Park",High,4153,2021
"East River, South 5th Street/Domino Park",Acceptable,31,2021
"East River, South 5th Street/Domino Park",High,521,2021
"East River, South 5th Street/Domino Park",Unacceptable if levels persist,41,2021
"East River, South 5th Street/Domino Park",High,183,2021
"East River, SUNY Maritime Campus Entrance (IT)",Acceptable,31,2018
"East River, SUNY Maritime Campus Entrance (IT)",Acceptable,10,2018
"East River, SUNY Maritime Campus Entrance (IT)",High,135,2018
"East River, SUNY Maritime Campus Entrance (IT)",Unacceptable if levels persist,52,2018
"East River, SUNY Maritime Campus Entrance (IT)",High,9208,2018
"East River, SUNY Maritime Campus Entrance (IT)",Unacceptable if levels persist,96,2018
"East River, SUNY Maritime Campus Entrance (IT)",Unacceptable if levels persist,85,2018
"East River, SUNY Maritime Campus Entrance (IT)",High,512,2018
"East River, SUNY Maritime Campus Entrance (IT)",Acceptable,30,2018
"East River, SUNY Maritime Campus Entrance (IT)",High,689,2018
"East River, SUNY Maritime Campus Entrance (IT)",Acceptable,20,2018
"East River, SUNY Maritime Campus Entrance (IT)",High,148,2018
"East River, SUNY Maritime Campus Entrance (IT)",Unacceptable if levels persist,52,2018
"East River, SUNY Maritime Campus Entrance (IT)",Unacceptable if levels persist,41,2018
"East River, SUNY Maritime Campus Entrance (IT)",Acceptable,31,2018
"East River, SUNY Maritime Campus Entrance (IT)",High,108,2018
"East River, SUNY Maritime Campus Entrance (IT)",High,156,2018
"East River, SUNY Maritime Campus Entrance (IT)",Unacceptable if levels persist,74,2018
"East River, SUNY Maritime Campus Entrance (IT)",High,3578,2019
"East River, SUNY Maritime Campus Entrance (IT)",High,1515,2019
"East River, SUNY Maritime Campus Entrance (IT)",Acceptable,20,2019
"East River, SUNY Maritime Campus Entrance (IT)",High,402,2019
"East River, SUNY Maritime Campus Entrance (IT)",Acceptable,20,2019
"East River, SUNY Maritime Campus Entrance (IT)",High,135,2019
"East River, SUNY Maritime Campus Entrance (IT)",High,122,2019
"East River, SUNY Maritime Campus Entrance (IT)",High,393,2019
"East River, SUNY Maritime Campus Entrance (IT)",High,1597,2019
"East River, SUNY Maritime Campus Entrance (IT)",Acceptable,31,2019
"East River, SUNY Maritime Campus Entrance (IT)",High,1670,2019
"East River, SUNY Maritime Campus Entrance (IT)",High,345,2019
"East River, SUNY Maritime Campus Entrance (IT)",Acceptable,10,2019
"East River, SUNY Maritime Campus Entrance (IT)",Unacceptable if levels persist,85,2019
"East River, SUNY Maritime Campus Entrance (IT)",Unacceptable if levels persist,85,2019
"East River, SUNY Maritime Campus Entrance (IT)",Unacceptable if levels persist,52,2020
"East River, SUNY Maritime Campus Entrance (IT)",High,488,2020
"East River, SUNY Maritime Campus Entrance (IT)",Acceptable,20,2021
"East River, SUNY Maritime Campus Entrance (IT)",Unacceptable if levels persist,41,2021
"East River, SUNY Maritime Campus Entrance (IT)",High,213,2021
"East River, SUNY Maritime Campus Entrance (IT)",Acceptable,31,2021
"East River, SUNY Maritime Campus Entrance (IT)",Acceptable,10,2021
"East River, SUNY Maritime Campus Entrance (IT)",High,223,2021
"East River, SUNY Maritime Campus Entrance (IT)",Unacceptable if levels persist,63,2021
"East River, SUNY Maritime Campus Entrance (IT)",Unacceptable if levels persist,63,2021
"East River, SUNY Maritime Campus Entrance (IT)",High,269,2021
"East River, SUNY Maritime Campus Entrance (IT)",Acceptable,20,2021
"East River, SUNY Maritime Campus Entrance (IT)",Unacceptable if levels persist,52,2021
"East River, SUNY Maritime Campus Entrance (IT)",High,373,2021
"East River, SUNY Maritime Campus Entrance (IT)",Acceptable,31,2021
"East River, SUNY Maritime Campus Entrance (IT)",High,292,2021
"East River, SUNY Maritime Campus Entrance (IT)",Acceptable,31,2021
"East River, SUNY Maritime Campus Entrance (IT)",Unacceptable if levels persist,63,2021
"East River, SUNY Maritime Campus Entrance (IT)",Acceptable,10,2021
"East River, SUNY Maritime Campus Entrance (IT)",High,134,2021
"East River, SUNY Maritime Waterfront Center (MAR)",Acceptable,20,2017
"East River, SUNY Maritime Waterfront Center (MAR)",Acceptable,20,2017
"East River, SUNY Maritime Waterfront Center (MAR)",Acceptable,30,2017
"East River, SUNY Maritime Waterfront Center (MAR)",Acceptable,10,2017
"East River, SUNY Maritime Waterfront Center (MAR)",Acceptable,10,2017
"East River, SUNY Maritime Waterfront Center (MAR)",Unacceptable if levels persist,41,2017
"East River, SUNY Maritime Waterfront Center (MAR)",Unacceptable if levels persist,41,2017
"East River, SUNY Maritime Waterfront Center (MAR)",Acceptable,10,2017
"East River, SUNY Maritime Waterfront Center (MAR)",Acceptable,10,2018
"East River, SUNY Maritime Waterfront Center (MAR)",Acceptable,20,2018
"East River, SUNY Maritime Waterfront Center (MAR)",High,327,2018
"East River, SUNY Maritime Waterfront Center (MAR)",Acceptable,10,2018
"East River, SUNY Maritime Waterfront Center (MAR)",Acceptable,20,2018
"East River, SUNY Maritime Waterfront Center (MAR)",Unacceptable if levels persist,75,2018
"East River, SUNY Maritime Waterfront Center (MAR)",High,428,2018
"East River, SUNY Maritime Waterfront Center (MAR)",Unacceptable if levels persist,52,2018
"East River, SUNY Maritime Waterfront Center (MAR)",Unacceptable if levels persist,41,2018
"East River, SUNY Maritime Waterfront Center (MAR)",Acceptable,10,2018
"East River, SUNY Maritime Waterfront Center (MAR)",Acceptable,10,2018
"East River, SUNY Maritime Waterfront Center (MAR)",Unacceptable if levels persist,85,2018
"East River, SUNY Maritime Waterfront Center (MAR)",High,105,2018
"East River, SUNY Maritime Waterfront Center (MAR)",High,354,2019
"East River, SUNY Maritime Waterfront Center (MAR)",High,145,2019
"East River, SUNY Maritime Waterfront Center (MAR)",Acceptable,10,2019
"East River, SUNY Maritime Waterfront Center (MAR)",Acceptable,10,2019
"East River, SUNY Maritime Waterfront Center (MAR)",High,110,2019
"East River, SUNY Maritime Waterfront Center (MAR)",Acceptable,10,2019
"East River, SUNY Maritime Waterfront Center (MAR)",Unacceptable if levels persist,41,2019
"East River, SUNY Maritime Waterfront Center (MAR)",Unacceptable if levels persist,63,2019
"East River, SUNY Maritime Waterfront Center (MAR)",Acceptable,30,2019
"East River, SUNY Maritime Waterfront Center (MAR)",Acceptable,20,2019
"East River, SUNY Maritime Waterfront Center (MAR)",Acceptable,10,2019
"East River, SUNY Maritime Waterfront Center (MAR)",Acceptable,10,2019
"East River, SUNY Maritime Waterfront Center (MAR)",High,331,2020
"East River, SUNY Maritime Waterfront Center (MAR)",Unacceptable if levels persist,63,2021
"East River, SUNY Maritime Waterfront Center (MAR)",Acceptable,10,2021
"East River, SUNY Maritime Waterfront Center (MAR)",Acceptable,30,2021
"East River, SUNY Maritime Waterfront Center (MAR)",Acceptable,20,2021
"East River, SUNY Maritime Waterfront Center (MAR)",Acceptable,20,2021
"East River, SUNY Maritime Waterfront Center (MAR)",Acceptable,10,2021
"East River, SUNY Maritime Waterfront Center (MAR)",Unacceptable if levels persist,85,2021
"East River, SUNY Maritime Waterfront Center (MAR)",High,1017,2021
"East River, SUNY Maritime Waterfront Center (MAR)",Unacceptable if levels persist,61,2021
"East River, SUNY Maritime Waterfront Center (MAR)",Acceptable,10,2021
"East River, SUNY Maritime Waterfront Center (MAR)",Acceptable,10,2021
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,876,2011
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,193,2011
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,408,2011
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,317,2012
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,10,2012
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,110,2012
"East River, Wallabout Channel (Brooklyn Navy Yard)",Unacceptable if levels persist,51,2012
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,11119,2012
"East River, Wallabout Channel (Brooklyn Navy Yard)",Unacceptable if levels persist,41,2012
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,109,2012
"East River, Wallabout Channel (Brooklyn Navy Yard)",Unacceptable if levels persist,63,2012
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,31,2012
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,313,2012
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,10,2012
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,31,2013
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,216,2013
"East River, Wallabout Channel (Brooklyn Navy Yard)",Unacceptable if levels persist,63,2013
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,355,2013
"East River, Wallabout Channel (Brooklyn Navy Yard)",Unacceptable if levels persist,41,2013
"East River, Wallabout Channel (Brooklyn Navy Yard)",Unacceptable if levels persist,41,2013
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,457,2013
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,158,2013
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,10,2013
"East River, Wallabout Channel (Brooklyn Navy Yard)",Unacceptable if levels persist,41,2013
"East River, Wallabout Channel (Brooklyn Navy Yard)",Unacceptable if levels persist,97,2013
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,30,2013
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,10,2013
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,10,2013
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,10,2013
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,169,2013
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,148,2013
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,20,2013
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,20,2014
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,20,2014
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,228,2014
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,345,2014
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,10,2014
"East River, Wallabout Channel (Brooklyn Navy Yard)",Unacceptable if levels persist,75,2014
"East River, Wallabout Channel (Brooklyn Navy Yard)",Unacceptable if levels persist,75,2014
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,203,2014
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,10,2014
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,2809,2014
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,31,2014
"East River, Wallabout Channel (Brooklyn Navy Yard)",Unacceptable if levels persist,41,2014
"East River, Wallabout Channel (Brooklyn Navy Yard)",Unacceptable if levels persist,52,2014
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,110,2014
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,10,2015
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,31,2015
"East River, Wallabout Channel (Brooklyn Navy Yard)",Unacceptable if levels persist,75,2015
"East River, Wallabout Channel (Brooklyn Navy Yard)",Unacceptable if levels persist,74,2015
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,10,2015
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,10,2015
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,20,2015
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,10,2015
"East River, Wallabout Channel (Brooklyn Navy Yard)",Unacceptable if levels persist,63,2015
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,10,2015
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,20,2015
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,1281,2015
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,132,2016
"East River, Wallabout Channel (Brooklyn Navy Yard)",Unacceptable if levels persist,86,2016
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,17329,2016
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,148,2016
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,884,2016
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,121,2016
"East River, Wallabout Channel (Brooklyn Navy Yard)",Unacceptable if levels persist,75,2016
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,554,2016
"East River, Wallabout Channel (Brooklyn Navy Yard)",Unacceptable if levels persist,98,2016
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,31,2016
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,201,2016
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,10,2016
"East River, Wallabout Channel (Brooklyn Navy Yard)",Unacceptable if levels persist,75,2016
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,109,2016
"East River, Wallabout Channel (Brooklyn Navy Yard)",Unacceptable if levels persist,52,2016
"East River, Wallabout Channel (Brooklyn Navy Yard)",Unacceptable if levels persist,84,2017
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,249,2017
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,31,2017
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,31,2017
"East River, Wallabout Channel (Brooklyn Navy Yard)",Unacceptable if levels persist,41,2017
"East River, Wallabout Channel (Brooklyn Navy Yard)",Unacceptable if levels persist,96,2017
"East River, Wallabout Channel (Brooklyn Navy Yard)",Unacceptable if levels persist,74,2017
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,354,2017
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,10,2017
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,10,2017
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,121,2017
"East River, Wallabout Channel (Brooklyn Navy Yard)",Unacceptable if levels persist,75,2017
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,20,2017
"East River, Wallabout Channel (Brooklyn Navy Yard)",Unacceptable if levels persist,41,2018
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,31,2018
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,20,2018
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,422,2018
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,110,2018
"East River, Wallabout Channel (Brooklyn Navy Yard)",Acceptable,20,2018
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,2723,2018
"East River, Wallabout Channel (Brooklyn Navy Yard)",Unacceptable if levels persist,75,2018
"East River, Wallabout Channel (Brooklyn Navy Yard)",Unacceptable if levels persist,41,2018
"East River, Wallabout Channel (Brooklyn Navy Yard)",High,145,2018
